path,word,emotion,speaker_group,label
data\TESS_female\OAF_happy\OAF_moon_happy.wav,moon,happy,OAF,3
data\TESS_female\OAF_happy\OAF_mop_happy.wav,mop,happy,OAF,3
data\TESS_female\OAF_happy\OAF_mouse_happy.wav,mouse,happy,OAF,3
data\TESS_female\OAF_happy\OAF_nag_happy.wav,nag,happy,OAF,3
data\TESS_female\OAF_happy\OAF_name_happy.wav,name,happy,OAF,3
data\TESS_female\OAF_happy\OAF_near_happy.wav,near,happy,OAF,3
data\TESS_female\OAF_happy\OAF_neat_happy.wav,neat,happy,OAF,3
data\TESS_female\OAF_happy\OAF_nice_happy.wav,nice,happy,OAF,3
data\TESS_female\OAF_happy\OAF_note_happy.wav,note,happy,OAF,3
data\TESS_female\OAF_happy\OAF_numb_happy.wav,numb,happy,OAF,3
data\TESS_female\OAF_happy\OAF_pad_happy.wav,pad,happy,OAF,3
data\TESS_female\OAF_happy\OAF_page_happy.wav,page,happy,OAF,3
data\TESS_female\OAF_happy\OAF_pain_happy.wav,pain,happy,OAF,3
data\TESS_female\OAF_happy\OAF_pass_happy.wav,pass,happy,OAF,3
data\TESS_female\OAF_happy\OAF_pearl_happy.wav,pearl,happy,OAF,3
data\TESS_female\OAF_happy\OAF_peg_happy.wav,peg,happy,OAF,3
data\TESS_female\OAF_happy\OAF_perch_happy.wav,perch,happy,OAF,3
data\TESS_female\OAF_happy\OAF_phone_happy.wav,phone,happy,OAF,3
data\TESS_female\OAF_happy\OAF_pick_happy.wav,pick,happy,OAF,3
data\TESS_female\OAF_happy\OAF_pike_happy.wav,pike,happy,OAF,3
data\TESS_female\OAF_happy\OAF_pole_happy.wav,pole,happy,OAF,3
data\TESS_female\OAF_happy\OAF_pool_happy.wav,pool,happy,OAF,3
data\TESS_female\OAF_happy\OAF_puff_happy.wav,puff,happy,OAF,3
data\TESS_female\OAF_happy\OAF_rag_happy.wav,rag,happy,OAF,3
data\TESS_female\OAF_happy\OAF_raid_happy.wav,raid,happy,OAF,3
data\TESS_female\OAF_happy\OAF_rain_happy.wav,rain,happy,OAF,3
data\TESS_female\OAF_happy\OAF_raise_happy.wav,raise,happy,OAF,3
data\TESS_female\OAF_happy\OAF_rat_happy.wav,rat,happy,OAF,3
data\TESS_female\OAF_happy\OAF_reach_happy.wav,reach,happy,OAF,3
data\TESS_female\OAF_happy\OAF_read_happy.wav,read,happy,OAF,3
data\TESS_female\OAF_happy\OAF_red_happy.wav,red,happy,OAF,3
data\TESS_female\OAF_happy\OAF_ring_happy.wav,ring,happy,OAF,3
data\TESS_female\OAF_happy\OAF_ripe_happy.wav,ripe,happy,OAF,3
data\TESS_female\OAF_happy\OAF_road_happy.wav,road,happy,OAF,3
data\TESS_female\OAF_happy\OAF_room_happy.wav,room,happy,OAF,3
data\TESS_female\OAF_happy\OAF_rose_happy.wav,rose,happy,OAF,3
data\TESS_female\OAF_happy\OAF_rot_happy.wav,rot,happy,OAF,3
data\TESS_female\OAF_happy\OAF_rough_happy.wav,rough,happy,OAF,3
data\TESS_female\OAF_happy\OAF_rush_happy.wav,rush,happy,OAF,3
data\TESS_female\OAF_happy\OAF_said_happy.wav,said,happy,OAF,3
data\TESS_female\OAF_happy\OAF_sail_happy.wav,sail,happy,OAF,3
data\TESS_female\OAF_happy\OAF_search_happy.wav,search,happy,OAF,3
data\TESS_female\OAF_happy\OAF_seize_happy.wav,seize,happy,OAF,3
data\TESS_female\OAF_happy\OAF_sell_happy.wav,sell,happy,OAF,3
data\TESS_female\OAF_happy\OAF_shack_happy.wav,shack,happy,OAF,3
data\TESS_female\OAF_happy\OAF_shall_happy.wav,shall,happy,OAF,3
data\TESS_female\OAF_happy\OAF_shawl_happy.wav,shawl,happy,OAF,3
data\TESS_female\OAF_happy\OAF_sheep_happy.wav,sheep,happy,OAF,3
data\TESS_female\OAF_happy\OAF_shirt_happy.wav,shirt,happy,OAF,3
data\TESS_female\OAF_happy\OAF_should_happy.wav,should,happy,OAF,3
data\TESS_female\OAF_happy\OAF_shout_happy.wav,shout,happy,OAF,3
data\TESS_female\OAF_happy\OAF_size_happy.wav,size,happy,OAF,3
data\TESS_female\OAF_happy\OAF_soap_happy.wav,soap,happy,OAF,3
data\TESS_female\OAF_happy\OAF_soup_happy.wav,soup,happy,OAF,3
data\TESS_female\OAF_happy\OAF_sour_happy.wav,sour,happy,OAF,3
data\TESS_female\OAF_happy\OAF_south_happy.wav,south,happy,OAF,3
data\TESS_female\OAF_happy\OAF_sub_happy.wav,sub,happy,OAF,3
data\TESS_female\OAF_happy\OAF_such_happy.wav,such,happy,OAF,3
data\TESS_female\OAF_happy\OAF_sure_happy.wav,sure,happy,OAF,3
data\TESS_female\OAF_happy\OAF_take_happy.wav,take,happy,OAF,3
data\TESS_female\OAF_happy\OAF_talk_happy.wav,talk,happy,OAF,3
data\TESS_female\OAF_happy\OAF_tape_happy.wav,tape,happy,OAF,3
data\TESS_female\OAF_happy\OAF_team_happy.wav,team,happy,OAF,3
data\TESS_female\OAF_happy\OAF_tell_happy.wav,tell,happy,OAF,3
data\TESS_female\OAF_happy\OAF_thin_happy.wav,thin,happy,OAF,3
data\TESS_female\OAF_happy\OAF_third_happy.wav,third,happy,OAF,3
data\TESS_female\OAF_happy\OAF_thought_happy.wav,thought,happy,OAF,3
data\TESS_female\OAF_happy\OAF_thumb_happy.wav,thumb,happy,OAF,3
data\TESS_female\OAF_happy\OAF_time_happy.wav,time,happy,OAF,3
data\TESS_female\OAF_happy\OAF_tip_happy.wav,tip,happy,OAF,3
data\TESS_female\OAF_happy\OAF_tire_happy.wav,tire,happy,OAF,3
data\TESS_female\OAF_happy\OAF_ton_happy.wav,ton,happy,OAF,3
data\TESS_female\OAF_happy\OAF_tool_happy.wav,tool,happy,OAF,3
data\TESS_female\OAF_happy\OAF_tough_happy.wav,tough,happy,OAF,3
data\TESS_female\OAF_happy\OAF_turn_happy.wav,turn,happy,OAF,3
data\TESS_female\OAF_happy\OAF_vine_happy.wav,vine,happy,OAF,3
data\TESS_female\OAF_happy\OAF_voice_happy.wav,voice,happy,OAF,3
data\TESS_female\OAF_happy\OAF_void_happy.wav,void,happy,OAF,3
data\TESS_female\OAF_happy\OAF_vote_happy.wav,vote,happy,OAF,3
data\TESS_female\OAF_happy\OAF_wag_happy.wav,wag,happy,OAF,3
data\TESS_female\OAF_happy\OAF_walk_happy.wav,walk,happy,OAF,3
data\TESS_female\OAF_happy\OAF_wash_happy.wav,wash,happy,OAF,3
data\TESS_female\OAF_happy\OAF_week_happy.wav,week,happy,OAF,3
data\TESS_female\OAF_happy\OAF_wheat_happy.wav,wheat,happy,OAF,3
data\TESS_female\OAF_happy\OAF_when_happy.wav,when,happy,OAF,3
data\TESS_female\OAF_happy\OAF_which_happy.wav,which,happy,OAF,3
data\TESS_female\OAF_happy\OAF_whip_happy.wav,whip,happy,OAF,3
data\TESS_female\OAF_happy\OAF_white_happy.wav,white,happy,OAF,3
data\TESS_female\OAF_happy\OAF_wife_happy.wav,wife,happy,OAF,3
data\TESS_female\OAF_happy\OAF_wire_happy.wav,wire,happy,OAF,3
data\TESS_female\OAF_happy\OAF_witch_happy.wav,witch,happy,OAF,3
data\TESS_female\OAF_happy\OAF_yearn_happy.wav,yearn,happy,OAF,3
data\TESS_female\OAF_happy\OAF_yes_happy.wav,yes,happy,OAF,3
data\TESS_female\OAF_happy\OAF_young_happy.wav,young,happy,OAF,3
data\TESS_female\OAF_happy\OAF_youth_happy.wav,youth,happy,OAF,3
data\TESS_female\OAF_neutral\OAF_back_neutral.wav,back,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_bar_neutral.wav,bar,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_base_neutral.wav,base,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_bath_neutral.wav,bath,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_bean_neutral.wav,bean,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_beg_neutral.wav,beg,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_boat_neutral.wav,boat,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_bone_neutral.wav,bone,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_book_neutral.wav,book,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_bought_neutral.wav,bought,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_burn_neutral.wav,burn,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_cab_neutral.wav,cab,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_calm_neutral.wav,calm,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_came_neutral.wav,came,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_cause_neutral.wav,cause,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_chain_neutral.wav,chain,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_chair_neutral.wav,chair,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_chalk_neutral.wav,chalk,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_chat_neutral.wav,chat,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_check_neutral.wav,check,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_cheek_neutral.wav,cheek,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_chief_neutral.wav,chief,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_choice_neutral.wav,choice,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_cool_neutral.wav,cool,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_dab_neutral.wav,dab,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_date_neutral.wav,date,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_dead_neutral.wav,dead,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_death_neutral.wav,death,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_deep_neutral.wav,deep,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_dime_neutral.wav,dime,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_dip_neutral.wav,dip,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_ditch_neutral.wav,ditch,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_dodge_neutral.wav,dodge,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_dog_neutral.wav,dog,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_doll_neutral.wav,doll,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_door_neutral.wav,door,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_fail_neutral.wav,fail,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_fall_neutral.wav,fall,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_far_neutral.wav,far,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_fat_neutral.wav,fat,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_fit_neutral.wav,fit,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_five_neutral.wav,five,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_food_neutral.wav,food,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_gap_neutral.wav,gap,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_gas_neutral.wav,gas,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_gaze_neutral.wav,gaze,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_germ_neutral.wav,germ,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_get_neutral.wav,get,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_gin_neutral.wav,gin,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_goal_neutral.wav,goal,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_good_neutral.wav,good,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_goose_neutral.wav,goose,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_gun_neutral.wav,gun,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_half_neutral.wav,half,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_hall_neutral.wav,hall,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_hash_neutral.wav,hash,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_hate_neutral.wav,hate,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_have_neutral.wav,have,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_haze_neutral.wav,haze,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_hire_neutral.wav,hire,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_hit_neutral.wav,hit,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_hole_neutral.wav,hole,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_home_neutral.wav,home,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_hurl_neutral.wav,hurl,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_hush_neutral.wav,hush,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_jail_neutral.wav,jail,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_jar_neutral.wav,jar,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_join_neutral.wav,join,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_judge_neutral.wav,judge,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_jug_neutral.wav,jug,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_juice_neutral.wav,juice,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_keen_neutral.wav,keen,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_keep_neutral.wav,keep,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_keg_neutral.wav,keg,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_kick_neutral.wav,kick,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_kill_neutral.wav,kill,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_king_neutral.wav,king,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_kite_neutral.wav,kite,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_knock_neutral.wav,knock,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_late_neutral.wav,late,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_laud_neutral.wav,laud,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_lean_neutral.wav,lean,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_learn_neutral.wav,learn,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_lease_neutral.wav,lease,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_lid_neutral.wav,lid,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_life_neutral.wav,life,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_limb_neutral.wav,limb,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_live_neutral.wav,live,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_loaf_neutral.wav,loaf,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_long_neutral.wav,long,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_lore_neutral.wav,lore,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_lose_neutral.wav,lose,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_lot_neutral.wav,lot,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_love_neutral.wav,love,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_luck_neutral.wav,luck,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_make_neutral.wav,make,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_match_neutral.wav,match,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_merge_neutral.wav,merge,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_mess_neutral.wav,mess,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_met_neutral.wav,met,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_mill_neutral.wav,mill,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_mob_neutral.wav,mob,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_mode_neutral.wav,mode,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_mood_neutral.wav,mood,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_moon_neutral.wav,moon,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_mop_neutral.wav,mop,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_mouse_neutral.wav,mouse,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_nag_neutral.wav,nag,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_name_neutral.wav,name,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_near_neutral.wav,near,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_neat_neutral.wav,neat,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_nice_neutral.wav,nice,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_note_neutral.wav,note,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_numb_neutral.wav,numb,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_pad_neutral.wav,pad,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_page_neutral.wav,page,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_pain_neutral.wav,pain,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_pass_neutral.wav,pass,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_pearl_neutral.wav,pearl,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_peg_neutral.wav,peg,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_perch_neutral.wav,perch,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_phone_neutral.wav,phone,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_pick_neutral.wav,pick,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_pike_neutral.wav,pike,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_pole_neutral.wav,pole,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_pool_neutral.wav,pool,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_puff_neutral.wav,puff,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_rag_neutral.wav,rag,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_raid_neutral.wav,raid,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_rain_neutral.wav,rain,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_raise_neutral.wav,raise,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_rat_neutral.wav,rat,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_reach_neutral.wav,reach,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_read_neutral.wav,read,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_red_neutral.wav,red,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_ring_neutral.wav,ring,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_ripe_neutral.wav,ripe,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_road_neutral.wav,road,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_room_neutral.wav,room,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_rose_neutral.wav,rose,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_rot_neutral.wav,rot,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_rough_neutral.wav,rough,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_rush_neutral.wav,rush,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_said_neutral.wav,said,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_sail_neutral.wav,sail,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_search_neutral.wav,search,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_seize_neutral.wav,seize,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_sell_neutral.wav,sell,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_shack_neutral.wav,shack,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_shall_neutral.wav,shall,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_shawl_neutral.wav,shawl,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_sheep_neutral.wav,sheep,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_shirt_neutral.wav,shirt,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_should_neutral.wav,should,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_shout_neutral.wav,shout,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_size_neutral.wav,size,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_soap_neutral.wav,soap,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_soup_neutral.wav,soup,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_sour_neutral.wav,sour,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_south_neutral.wav,south,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_sub_neutral.wav,sub,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_such_neutral.wav,such,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_sure_neutral.wav,sure,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_take_neutral.wav,take,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_talk_neutral.wav,talk,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_tape_neutral.wav,tape,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_team_neutral.wav,team,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_tell_neutral.wav,tell,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_thin_neutral.wav,thin,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_third_neutral.wav,third,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_thought_neutral.wav,thought,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_thumb_neutral.wav,thumb,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_time_neutral.wav,time,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_tip_neutral.wav,tip,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_tire_neutral.wav,tire,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_ton_neutral.wav,ton,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_tool_neutral.wav,tool,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_tough_neutral.wav,tough,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_turn_neutral.wav,turn,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_vine_neutral.wav,vine,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_voice_neutral.wav,voice,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_void_neutral.wav,void,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_vote_neutral.wav,vote,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_wag_neutral.wav,wag,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_walk_neutral.wav,walk,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_wash_neutral.wav,wash,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_week_neutral.wav,week,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_wheat_neutral.wav,wheat,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_when_neutral.wav,when,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_which_neutral.wav,which,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_whip_neutral.wav,whip,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_white_neutral.wav,white,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_wife_neutral.wav,wife,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_wire_neutral.wav,wire,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_witch_neutral.wav,witch,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_yearn_neutral.wav,yearn,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_yes_neutral.wav,yes,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_young_neutral.wav,young,neutral,OAF,4
data\TESS_female\OAF_neutral\OAF_youth_neutral.wav,youth,neutral,OAF,4
data\TESS_female\OAF_neutral\OA_bite_neutral.wav,bite,neutral,OAF,4
data\TESS_female\OAF_Pleasant_surprise\OAF_back_ps.wav,back,ps,OAF,5
data\TESS_female\OAF_Pleasant_surprise\OAF_bar_ps.wav,bar,ps,OAF,5
data\TESS_female\OAF_Pleasant_surprise\OAF_base_ps.wav,base,ps,OAF,5
data\TESS_female\OAF_Pleasant_surprise\OAF_bath_ps.wav,bath,ps,OAF,5
data\TESS_female\OAF_Pleasant_surprise\OAF_bean_ps.wav,bean,ps,OAF,5
data\TESS_female\OAF_Pleasant_surprise\OAF_beg_ps.wav,beg,ps,OAF,5
data\TESS_female\OAF_Pleasant_surprise\OAF_bite_ps.wav,bite,ps,OAF,5
data\TESS_female\OAF_Pleasant_surprise\OAF_boat_ps.wav,boat,ps,OAF,5
data\TESS_female\OAF_Pleasant_surprise\OAF_bone_ps.wav,bone,ps,OAF,5
data\TESS_female\OAF_Pleasant_surprise\OAF_book_ps.wav,book,ps,OAF,5
data\TESS_female\OAF_Pleasant_surprise\OAF_bought_ps.wav,bought,ps,OAF,5
data\TESS_female\OAF_Pleasant_surprise\OAF_burn_ps.wav,burn,ps,OAF,5
data\TESS_female\OAF_Pleasant_surprise\OAF_cab_ps.wav,cab,ps,OAF,5
data\TESS_female\OAF_Pleasant_surprise\OAF_calm_ps.wav,calm,ps,OAF,5
data\TESS_female\OAF_Pleasant_surprise\OAF_came_ps.wav,came,ps,OAF,5
data\TESS_female\OAF_Pleasant_surprise\OAF_cause_ps.wav,cause,ps,OAF,5
data\TESS_female\OAF_Pleasant_surprise\OAF_chain_ps.wav,chain,ps,OAF,5
data\TESS_female\OAF_Pleasant_surprise\OAF_chair_ps.wav,chair,ps,OAF,5
data\TESS_female\OAF_Pleasant_surprise\OAF_chalk_ps.wav,chalk,ps,OAF,5
data\TESS_female\OAF_Pleasant_surprise\OAF_chat_ps.wav,chat,ps,OAF,5
data\TESS_female\OAF_Pleasant_surprise\OAF_check_ps.wav,check,ps,OAF,5
data\TESS_female\OAF_Pleasant_surprise\OAF_cheek_ps.wav,cheek,ps,OAF,5
data\TESS_female\OAF_Pleasant_surprise\OAF_chief_ps.wav,chief,ps,OAF,5
data\TESS_female\OAF_Pleasant_surprise\OAF_choice_ps.wav,choice,ps,OAF,5
data\TESS_female\OAF_Pleasant_surprise\OAF_cool_ps.wav,cool,ps,OAF,5
data\TESS_female\OAF_Pleasant_surprise\OAF_dab_ps.wav,dab,ps,OAF,5
data\TESS_female\OAF_Pleasant_surprise\OAF_date_ps.wav,date,ps,OAF,5
data\TESS_female\OAF_Pleasant_surprise\OAF_dead_ps.wav,dead,ps,OAF,5
data\TESS_female\OAF_Pleasant_surprise\OAF_death_ps.wav,death,ps,OAF,5
data\TESS_female\OAF_Pleasant_surprise\OAF_deep_ps.wav,deep,ps,OAF,5
data\TESS_female\OAF_Pleasant_surprise\OAF_dime_ps.wav,dime,ps,OAF,5
data\TESS_female\OAF_Pleasant_surprise\OAF_dip_ps.wav,dip,ps,OAF,5
data\TESS_female\OAF_Pleasant_surprise\OAF_ditch_ps.wav,ditch,ps,OAF,5
data\TESS_female\OAF_Pleasant_surprise\OAF_dodge_ps.wav,dodge,ps,OAF,5
data\TESS_female\OAF_Pleasant_surprise\OAF_dog_ps.wav,dog,ps,OAF,5
